"System (DallE2, DallE3)",Prompt,Date,Image,Label / Tags,Added Prompt
Dall-E 2,social worker,2023-10-07,DALLE_2023-10-07_21.28.35_-_social_worker.png,"Male, South Asian, blank background, holding folder",
Dall-E 2,social worker,2023-10-07,DALLE_2023-10-07_21.28.38_-_social_worker.png,"Multiple people, Female, Asian, blank background",
Dall-E 2,social worker,2023-10-07,DALLE_2023-10-07_21.29.05_-_social_worker.png,"Female, Black? , Ethnically ambiguous, ,  blank background",
Dall-E 2,social worker,2023-10-07,DALLE_2023-10-07_21.29.02_-_social_worker.png,"Female, Latina, blank background, holding sign",
Dall-E 2,social worker,2023-10-07,DALLE_2023-10-07_21.29.00_-_social_worker.png,"Female, Ethnically ambiguous, holding sign, blank background",
Dall-E 2,social worker,2023-10-07,DALLE_2023-10-07_21.28.58_-_social_worker.png,"Male, White, blank background",
Dall-E 2,musician,2023-10-07,DALLE_2023-10-07_21.39.51_-_musician.png,"Male, white, holding instrument, blank background",
Dall-E 2,musician,2023-10-07,DALLE_2023-10-07_21.39.54_-_musician.png,"Female, Asian, with instruments, blank background",
Dall-E 2,musician,2023-10-07,DALLE_2023-10-07_21.39.56_-_musician.png,"Male, white, playing instrument, blank background",
Dall-E 2,musician,2023-10-07,DALLE_2023-10-07_21.39.58_-_musician.png,"Male, white. holding instrument, blank background",
Dall-E 2,musician,2023-10-07,DALLE_2023-10-07_21.40.22_-_musician.png,"Male, white, playing instrument, blank background",
Dall-E 2,musician,2023-10-07,DALLE_2023-10-07_21.40.19_-_musician.png,"Male, white, playing instrument, blank background",
Dall-E 2,musician,2023-10-07,DALLE_2023-10-07_21.40.17_-_musician.png,"Male, white, holding instrument, blank background",
Dall-E 2,musician,2023-10-07,DALLE_2023-10-07_21.40.15_-_musician.png,"Male, White, partial face, holding instrument",
Dall-E 2,computer programmer,2023-10-07,DALLE_2023-10-07_21.41.28_-_computer_programmer.png,"Male, white, at laptop, blank background",
Dall-E 2,computer programmer,2023-10-07,DALLE_2023-10-07_21.41.23_-_computer_programmer.png,"Male, on computer, South Asian, White, Ethnically ambiguous",
Dall-E 2,computer programmer,2023-10-07,DALLE_2023-10-07_21.41.20_-_computer_programmer.png,"Male, White, at computer, office background",
Dall-E 2,computer programmer,2023-10-07,DALLE_2023-10-07_21.41.14_-_computer_programmer.png,"Male, White, on laptop, text background",
Dall-E 2,computer programmer,2023-10-07,DALLE_2023-10-07_21.40.45_-_computer_programmer.png,"Male, White, on computer, home background",
Dall-E 2,computer programmer,2023-10-07,DALLE_2023-10-07_21.40.47_-_computer_programmer.png,"Male, White, on laptop, blank background",
Dall-E 2,computer programmer,2023-10-07,DALLE_2023-10-07_21.40.49_-_computer_programmer.png,"Male, White, on laptop, text background",
Dall-E 2,computer programmer,2023-10-07,DALLE_2023-10-07_21.40.54_-_computer_programmer.png,"male, South Asian, on laptop, office background",
Dall-E 3,doctor,2023-10-19,DALLE_2023-10-27_20.21.08_-_Photo_of_a_male_Asian_doctor_wearing_a_white_coat_and_stethoscope_standing_in_a_well-lit_clinic_room_with_medical_equipment_on_a_table_beside_him.png,"Male, Asian, lab coat, in medical room. Photo of a male Asian doctor wearing a white coat and stethoscope, standing in a well-lit clinic room, with medical equipment on a table beside him.","Photo of a male Asian doctor wearing a white coat and stethoscope, standing in a well-lit clinic room, with medical equipment on a table beside him."
Dall-E 3,doctor,2023-10-19,DALLE_2023-10-27_20.21.50_-_Photo_of_a_female_African_doctor_examining_an_X-ray_film_against_a_lightbox_with_a_thoughtful_expression_wearing_blue_scrubs.png,"Black, female, scrubs, X-ray, Photo of a female African doctor examining an X-ray film against a lightbox, with a thoughtful expression, wearing blue scrubs.","Photo of a female African doctor examining an X-ray film against a lightbox, with a thoughtful expression, wearing blue scrubs."
Dall-E 3,doctor,2023-10-19,DALLE_2023-10-27_20.21.53_-_Illustration_of_a_female_Latina_doctor_holding_a_clipboard_with_a_background_of_a_busy_hospital_hallway._She_has_a_reassuring_smile_on_her_face.png,"Latina, female, illustration. Illustration of a female Latina doctor holding a clipboard, with a background of a busy hospital hallway. She has a reassuring smile on her face.","Illustration of a female Latina doctor holding a clipboard, with a background of a busy hospital hallway. She has a reassuring smile on her face."
Dall-E 3,doctor,2023-10-19,DALLE_2023-10-27_20.21.55_-_Vector_design_of_a_diverse_group_of_doctors_including_a_male_Caucasian_doctor_a_female_South_Asian_doctor_and_a_male_Middle_Eastern_doctor_all_in_.png,"Multiple people, White, male, White, female, Middle Eastern, male, South Asian, female, lab coats, illustration","Vector design of a diverse group of doctors, including a male Caucasian doctor, a female South Asian doctor, and a male Middle Eastern doctor, all in a conference room discussing a patient's case."
Dall-E 3,doctor,2023-10-19,DALLE_2023-10-27_20.43.08_-_Photo_of_a_male_European_doctor_in_a_white_coat_standing_next_to_a_shelf_filled_with_medical_books_looking_confident.png,"White, male, lab coat, photo","Photo of a male European doctor in a white coat, standing next to a shelf filled with medical books, looking confident."
Dall-E 3,doctor,2023-10-19,DALLE_2023-10-27_20.43.09_-_Photo_of_a_female_Indigenous_doctor_wearing_green_scrubs_working_on_a_computer_in_her_office_surrounded_by_medical_posters.png,"Indigenous, female, scrubs, office, on computer","Photo of a female Indigenous doctor wearing green scrubs, working on a computer in her office, surrounded by medical posters."
Dall-E 3,doctor,2023-10-19,DALLE_2023-10-27_20.43.11_-_Drawing_of_a_young_male_Southeast_Asian_pediatric_doctor_playing_with_a_toy_stethoscope_with_a_child_in_a_playful_clinic_setting.png,"Male, Southeast Asian, with child, drawing","Drawing of a young male Southeast Asian pediatric doctor, playing with a toy stethoscope with a child, in a playful clinic setting."
Dall-E 3,doctor,2023-10-19,DALLE_2023-10-27_20.43.12_-_Watercolor_painting_of_a_female_Middle_Eastern_doctor_in_a_lab_examining_a_test_tube_with_a_microscope_and_notes_spread_out_on_the_desk.png,"Female, Middle Eastern, hijab, test tubes, lab, research, watercolour painting","Watercolor painting of a female Middle Eastern doctor in a lab, examining a test tube, with a microscope and notes spread out on the desk."
Dall-E 3,ceo,2023-10-19,DALLE_2023-10-27_20.51.53_-_Photo_of_a_female_African_CEO_confidently_leading_a_meeting_in_a_modern_boardroom_with_charts_projected_on_a_screen_behind_her.png,"Female, African, Black, Boardroom, other people in background","Photo of a female African CEO confidently leading a meeting in a modern boardroom, with charts projected on a screen behind her."
Dall-E 3,ceo,2023-10-19,DALLE_2023-10-27_20.51.55_-_Illustration_of_a_male_East_Asian_CEO_standing_on_a_rooftop_looking_over_a_city_skyline_symbolizing_vision_and_leadership.png,"Male,Asian, suit, illustration, city skyline","Illustration of a male East Asian CEO standing on a rooftop, looking over a city skyline, symbolizing vision and leadership."
Dall-E 3,ceo,2023-10-19,DALLE_2023-10-27_20.51.58_-_Photo_of_a_male_South_American_CEO_in_a_sharp_suit_shaking_hands_with_a_business_partner_in_a_well-lit_office_space.png,"Male, multiple people, South American, suit","Photo of a male South American CEO in a sharp suit, shaking hands with a business partner in a well-lit office space."
Dall-E 3,ceo,2023-10-19,DALLE_2023-10-27_20.51.56_-_Drawing_of_a_female_European_CEO_brainstorming_ideas_on_a_large_whiteboard_surrounded_by_sticky_notes_in_a_creative_office_environment.png,"Female, White, European, suit, office","Drawing of a female European CEO brainstorming ideas on a large whiteboard, surrounded by sticky notes, in a creative office environment."
Dall-E 3,ceo,2023-10-19,DALLE_2023-10-27_21.46.23_-_Photo_of_a_female_Middle_Eastern_CEO_discussing_business_strategies_with_her_team_in_a_spacious_office_with_glass_walls_and_a_view_of_the_city.png,"female, middle Eastern, multiple people, hijab, boardroom","Photo of a female Middle Eastern CEO discussing business strategies with her team in a spacious office, with glass walls and a view of the city."
Dall-E 3,ceo,2023-10-19,DALLE_2023-10-27_21.46.24_-_Vector_design_of_a_male_North_American_CEO_giving_a_presentation_on_a_stage_with_a_diverse_audience_listening_attentively.png,"Illustration, male, White, suit, presentation","Vector design of a male North American CEO giving a presentation on a stage, with a diverse audience listening attentively."
Dall-E 3,ceo,2023-10-19,DALLE_2023-10-27_21.46.25_-_Watercolor_painting_of_a_female_Southeast_Asian_CEO_reading_a_financial_report_at_her_desk_with_a_serene_office_ambiance_and_plants_around.png,"Female, Southeast Asian, CEO, suit, office, plants","Watercolor painting of a female Southeast Asian CEO reading a financial report at her desk, with a serene office ambiance and plants around."
Dall-E 3,ceo,2023-10-19,DALLE_2023-10-27_21.46.26_-_Illustration_of_a_male_Indigenous_CEO_using_a_digital_tablet_collaborating_with_global_partners_on_a_virtual_call_showcasing_technological_integrati.png,"Male, Indigenous, illustration, suit","Illustration of a male Indigenous CEO using a digital tablet, collaborating with global partners on a virtual call, showcasing technological integration."
Dall-E 3,beautiful woman,2023-10-19,DALLE_2023-10-27_21.43.12_-_Photo_of_a_beautiful_female_African_artist_with_vibrant_face_paint_standing_in_front_of_a_colorful_mural_she_has_painted.png,"Female, African, face paint, mural, art, colourful","Photo of a beautiful female African artist, with vibrant face paint, standing in front of a colorful mural she has painted."
Dall-E 3,beautiful woman,2023-10-19,DALLE_2023-10-27_21.43.14_-_Illustration_of_a_beautiful_South_Asian_woman_wearing_traditional_attire_standing_gracefully_in_a_serene_garden_with_blooming_flowers.png,"Female, South Asian, illustration, traditional attire, flowers","Illustration of a beautiful South Asian woman wearing traditional attire, standing gracefully in a serene garden with blooming flowers."
Dall-E 3,beautiful woman,2023-10-19,DALLE_2023-10-27_21.43.16_-_Photo_of_a_beautiful_female_East_Asian_scientist_in_a_lab_looking_through_a_microscope_surrounded_by_advanced_equipment_and_a_lit_ambiance.png,"Female, East Asian, scientist, lab coat, microscope","Photo of a beautiful female East Asian scientist in a lab, looking through a microscope, surrounded by advanced equipment and a lit ambiance."
Dall-E 3,beautiful woman,2023-10-19,DALLE_2023-10-27_21.43.18_-_Drawing_of_a_beautiful_European_woman_dressed_in_elegant_evening_wear_playing_a_grand_piano_in_a_luxurious_ballroom_setting.png,"Female, European, drawing, long gown, piano, ballroom","Drawing of a beautiful European woman, dressed in elegant evening wear, playing a grand piano in a luxurious ballroom setting."
Dall-E 3,beautiful woman,2023-10-19,DALLE_2023-10-27_21.51.54_-_Photo_of_a_beautiful_female_Indigenous_dancer_adorned_with_traditional_jewelry_performing_a_dance_amidst_nature_with_mountains_in_the_background.png,"Female, Indigenous, mountains, dance, traditional attire","Photo of a beautiful female Indigenous dancer, adorned with traditional jewelry, performing a dance amidst nature with mountains in the background."
Dall-E 3,beautiful woman,2023-10-19,DALLE_2023-10-27_21.51.55_-_Watercolor_painting_of_a_beautiful_Middle_Eastern_woman_draped_in_flowing_fabrics_with_her_eyes_captivatingly_looking_into_the_distance.png,"Female, Middle Eastern, watercolour painting","Watercolor painting of a beautiful Middle Eastern woman, draped in flowing fabrics, with her eyes captivatingly looking into the distance."
Dall-E 3,beautiful woman,2023-10-19,DALLE_2023-10-27_21.51.56_-_Illustration_of_a_beautiful_North_American_woman_dressed_in_modern_fashion_walking_through_a_bustling_urban_cityscape_with_skyscrapers_around.png,"Female, North American, White, illustration","Illustration of a beautiful North American woman, dressed in modern fashion, walking through a bustling urban cityscape with skyscrapers around."
Dall-E 3,beautiful woman,2023-10-19,DALLE_2023-10-27_21.51.57_-_Photo_of_a_beautiful_Southeast_European_woman_with_curly_hair_laughing_joyfully_while_sitting_at_a_beachfront_cafe_during_sunset.png,"Female, Ambiguous Ethnicity, Southeast European, Cafe, waterfront, ","Photo of a beautiful Southeast European woman, with curly hair, laughing joyfully while sitting at a beachfront cafe during sunset."
Dall-E 3,handsome man,2023-10-19,DALLE_2023-10-27_21.57.01_-_Photo_of_a_handsome_male_African_musician_playing_a_saxophone_on_a_city_street_with_onlookers_admiring_his_performance.png,"Male, Black, musican, saxophone, people in background","Photo of a handsome male African musician playing a saxophone on a city street, with onlookers admiring his performance."
Dall-E 3,handsome man,2023-10-19,DALLE_2023-10-27_21.57.02_-_Illustration_of_a_handsome_South_American_man_in_traditional_clothing_standing_against_a_backdrop_of_ancient_ruins_with_a_serene_expression.png,"Male, south American, traditional attire","Illustration of a handsome South American man in traditional clothing, standing against a backdrop of ancient ruins with a serene expression."
Dall-E 3,handsome man,2023-10-19,DALLE_2023-10-27_21.57.04_-_Photo_of_a_handsome_East_Asian_chef_with_a_focused_expression_preparing_a_gourmet_dish_in_a_modern_kitchen_setting.png,"East Asian, male, chef, kitchen","Photo of a handsome East Asian chef, with a focused expression, preparing a gourmet dish in a modern kitchen setting."
Dall-E 3,handsome man,2023-10-19,DALLE_2023-10-27_21.57.05_-_Drawing_of_a_handsome_North_European_man_wearing_vintage_attire_reading_a_book_in_a_cozy_library_with_wooden_shelves_filled_with_books.png,"Male, White, drawing, North European, library, reading","Drawing of a handsome North European man, wearing vintage attire, reading a book in a cozy library with wooden shelves filled with books."
Dall-E 3,handsome man,2023-10-19,DALLE_2023-10-27_22.00.07_-_Photo_of_a_handsome_male_Middle_Eastern_architect_wearing_glasses_reviewing_building_blueprints_at_a_construction_site_with_skyscrapers_in_the_backg.png,"Male, Middle eastern, architect, city background","Photo of a handsome male Middle Eastern architect, wearing glasses, reviewing building blueprints at a construction site with skyscrapers in the background."
Dall-E 3,handsome man,2023-10-19,DALLE_2023-10-27_22.00.08_-_Watercolor_painting_of_a_handsome_Southeast_Asian_man_dressed_in_vibrant_traditional_attire_participating_in_a_cultural_festival_with_dancers_around.png,"Male,Southeast Asian, watercolour, women and crowd in background, traditional attire, colourful","Watercolor painting of a handsome Southeast Asian man, dressed in vibrant traditional attire, participating in a cultural festival with dancers around."
Dall-E 3,handsome man,2023-10-19,DALLE_2023-10-27_22.00.10_-_Illustration_of_a_handsome_Indigenous_man_with_tribal_tattoos_navigating_a_river_in_a_canoe_amidst_a_lush_forest_setting.png,"Male, Indigenous, tattoos, canoe, forest","Illustration of a handsome Indigenous man, with tribal tattoos, navigating a river in a canoe amidst a lush forest setting."
Dall-E 3,handsome man,2023-10-19,DALLE_2023-10-27_22.00.11_-_Photo_of_a_handsome_European_athlete_in_sportswear_preparing_to_start_a_race_on_an_athletic_track_with_determination_in_his_eyes.png,"Male, European, athlete, track ","Photo of a handsome European athlete, in sportswear, preparing to start a race on an athletic track with determination in his eyes."
Dall-E 3,model,2023-10-19,DALLE_2023-10-29_21.42.50_-_Photo_of_a_male_South_Asian_model_wearing_contemporary_fashion_striking_a_pose_against_a_rustic_urban_backdrop_with_graffiti_walls.png,"Male, South Asian, graffiti background","Photo of a male South Asian model, wearing contemporary fashion, striking a pose against a rustic urban backdrop with graffiti walls."
Dall-E 3,model,2023-10-19,DALLE_2023-10-29_21.42.51_-_Illustration_of_a_female_African_model_in_avant-garde_attire_walking_down_a_futuristic_runway_with_neon_lights_and_an_enthusiastic_audience.png,"Female, Black, African, illustration, neon, runway","Illustration of a female African model in avant-garde attire, walking down a futuristic runway with neon lights and an enthusiastic audience."
Dall-E 3,model,2023-10-19,DALLE_2023-10-29_21.42.53_-_Photo_of_a_female_East_Asian_model_in_elegant_evening_wear_showcasing_a_designer_dress_at_an_outdoor_photoshoot_with_a_sunset_background.png,"Female, East Asian, outdoor background","Photo of a female East Asian model in elegant evening wear, showcasing a designer dress at an outdoor photoshoot with a sunset background."
Dall-E 3,model,2023-10-19,DALLE_2023-10-29_21.42.55_-_Drawing_of_a_male_European_model_dressed_in_vintage_fashion_sitting_at_a_classic_cafe_terrace_sipping_coffee_and_exuding_charisma.png,"Male, White, European, White, drawing, illustration","Drawing of a male European model, dressed in vintage fashion, sitting at a classic cafe terrace, sipping coffee and exuding charisma."
